safe_instance_id,past_tense_verb_rate,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,pov_first_rate,pov_second_rate,pov_third_rate,pov_dominant,concreteness_mean,concreteness_coverage,temporal_mention_rate,temporal_mention_count
inst_3363616351c57a69_409,0.05,0.147,0.294,0.558,-0.8173,0.0,0.0,0.0,none,2.9143,0.875,0.016667,1
inst_e4eb0aa56e6f0351_410,0.056338,0.223,0.0,0.777,0.918,0.070423,0.014085,0.0,first,2.9514,0.9667,0.028169,2
inst_5efb4439dc70cd33_411,0.028986,0.0,0.043,0.957,-0.3818,0.0,0.0,0.028986,third,3.4033,0.9643,0.072464,5
inst_70add7664f693db1_412,0.0,0.143,0.114,0.743,0.2325,0.0,0.015625,0.0,second,3.365,1.0,0.015625,1
inst_ed34e738daec4487_413,0.068493,0.115,0.051,0.835,0.6705,0.0,0.0,0.0,none,3.5336,0.975,0.0,0
inst_0770ab390c8db537_414,0.037037,0.139,0.0,0.861,0.8126,0.12963,0.074074,0.018519,first,2.9076,1.0,0.0,0
inst_655566921fc80594_415,0.046729,0.072,0.091,0.837,-0.4478,0.028037,0.0,0.028037,first,2.8692,0.9286,0.028037,3
inst_e5ce407e3ada6a7f_416,0.052632,0.117,0.0,0.883,0.7559,0.0,0.0,0.035088,third,2.8109,1.0,0.017544,1
inst_2a3c5166c8264e16_417,0.086207,0.14,0.049,0.811,0.6597,0.051724,0.0,0.017241,first,3.0435,0.9583,0.0,0
inst_12801d66a874058b_418,0.111111,0.091,0.0,0.909,0.6597,0.0,0.0,0.037037,third,2.9631,0.8966,0.012346,1
inst_addb4ed323bf2726_419,0.041176,0.092,0.047,0.861,0.8481,0.0,0.0,0.041176,third,2.8479,0.9636,0.005882,1
inst_9f328178eebba0d8_420,0.0,0.074,0.0,0.926,0.5859,0.0,0.0,0.0,none,3.1737,0.9643,0.018349,2
inst_50b7e056e63d9be0_421,0.041237,0.203,0.0,0.797,0.9509,0.030928,0.0,0.030928,first,3.0981,0.8936,0.0,0
inst_1a00bee9a24775ef_422,0.07767,0.114,0.0,0.886,0.8519,0.0,0.0,0.038835,third,2.835,0.9231,0.0,0
inst_c31d5234dfe14e9f_423,0.0,0.246,0.0,0.754,0.9198,0.0,0.0,0.018868,third,3.4743,0.92,0.0,0
inst_bc2066042a07623f_424,0.048544,0.075,0.0,0.925,0.7717,0.0,0.0,0.048544,third,3.07,1.0,0.038835,4
inst_84254b81dbe70b0e_425,0.029412,0.153,0.0,0.847,0.836,0.073529,0.0,0.029412,first,3.1925,1.0,0.0,0
inst_7bae3bdf4f69d6e3_426,0.0,0.0,0.045,0.955,-0.3818,0.0,0.0,0.03125,third,3.0853,0.9091,0.03125,2
inst_7891f9d16bd7ee65_427,0.034884,0.071,0.0,0.929,0.6901,0.0,0.0,0.034884,third,2.7394,0.8182,0.011628,1
inst_77704d1d8b867996_428,0.033708,0.242,0.029,0.73,0.9565,0.0,0.0,0.011236,third,2.84,0.9211,0.011236,1
inst_889d4ce4cc164928_429,0.015152,0.06,0.0,0.94,0.508,0.045455,0.075758,0.075758,second,3.1671,0.913,0.015152,1
inst_34c7bcb5648823ed_430,0.061224,0.076,0.026,0.898,0.5106,0.071429,0.0,0.010204,first,3.2611,0.9722,0.0,0
inst_827c11db9be8138d_431,0.066667,0.236,0.071,0.693,0.9081,0.0,0.0,0.04,third,3.2931,1.0,0.013333,1
inst_89ec5ff57fdf74ea_432,0.039474,0.0,0.0,1.0,0.0,0.0,0.0,0.039474,third,3.3877,0.9286,0.026316,2
inst_dd569310bcc7a3d0_433,0.060241,0.257,0.125,0.618,0.9091,0.0,0.0,0.060241,third,3.028,1.0,0.024096,2
inst_bead9283f98a9370_434,0.048387,0.0,0.062,0.938,-0.5574,0.0,0.0,0.064516,third,2.6967,0.9231,0.048387,3
inst_00d7b55d863558b8_435,0.118644,0.339,0.0,0.661,0.9638,0.033898,0.0,0.050847,third,3.3191,0.92,0.0,0
inst_db7df1c7a8f72015_436,0.025,0.132,0.019,0.849,0.802,0.025,0.0125,0.0625,third,2.9494,0.9688,0.0,0
inst_5b58d4f1ac047f29_437,0.047619,0.0,0.07,0.93,-0.4404,0.0,0.047619,0.047619,second,3.6219,1.0,0.011905,1
inst_a6d37938120af520_438,0.016949,0.0,0.129,0.871,-0.7263,0.016949,0.016949,0.016949,first,3.2076,0.7727,0.033898,2
inst_65b39f1c04a9d96b_439,0.076923,0.136,0.062,0.801,0.7962,0.067308,0.0,0.067308,first,3.2911,0.9737,0.038462,4
inst_03784ef20333962a_440,0.0,0.0,0.078,0.922,-0.6705,0.0,0.022989,0.034483,third,2.8664,1.0,0.0,0
inst_b7da8822bb918f46_441,0.083333,0.031,0.18,0.789,-0.8519,0.0,0.0,0.083333,third,3.373,0.9583,0.0,0
inst_5dc5f610a1de6ad6_442,0.023529,0.055,0.045,0.9,-0.0516,0.0,0.0,0.047059,third,2.7248,1.0,0.0,0
inst_2816eb0bcd66ac7a_443,0.065789,0.118,0.0,0.882,0.8225,0.0,0.0,0.026316,third,3.2032,0.9167,0.0,0
inst_a952c55ff5f9573f_444,0.0,0.081,0.0,0.919,0.8316,0.0,0.0,0.0,none,3.1481,0.8868,0.005848,1
inst_a796c4e2b7959ab9_445,0.030769,0.133,0.024,0.843,0.743,0.123077,0.0,0.0,first,3.0341,1.0,0.0,0
inst_5c55383d611a06dd_446,0.04918,0.0,0.058,0.942,-0.4168,0.032787,0.016393,0.032787,first,3.2996,1.0,0.016393,1
inst_327a11700951354a_447,0.070175,0.062,0.126,0.812,-0.6705,0.0,0.0,0.052632,third,2.9587,1.0,0.087719,5
inst_e95fe786605058e3_448,0.018868,0.185,0.051,0.764,0.7003,0.075472,0.0,0.056604,first,2.462,0.9375,0.018868,1
inst_45015667f0598369_449,0.055556,0.061,0.197,0.743,-0.872,0.0,0.0,0.041667,third,2.9224,1.0,0.0,0
inst_951b0110e7e99f4d_450,0.02439,0.081,0.0,0.919,0.6249,0.0,0.0,0.060976,third,3.2705,1.0,0.036585,3
inst_bcf1cb00a2ccf1fc_451,0.050633,0.037,0.097,0.866,-0.4941,0.037975,0.0,0.037975,first,2.8323,0.963,0.0,0
inst_8ce65729bc97d041_452,0.081081,0.077,0.043,0.88,0.4767,0.063063,0.027027,0.054054,first,2.8868,1.0,0.009009,1
inst_c4bef05f83224567_453,0.0,0.0,0.0,1.0,0.0,0.016949,0.0,0.033898,third,2.7179,0.8235,0.0,0
inst_07bf0351fa91420d_454,0.094737,0.042,0.07,0.888,-0.5267,0.0,0.0,0.052632,third,3.1035,0.9444,0.0,0
inst_36336ae25cedc18d_455,0.037736,0.0,0.068,0.932,-0.5563,0.0,0.0,0.0,none,3.165,0.8462,0.037736,2
inst_1f6d01bc9a9d47dc_456,0.015152,0.037,0.054,0.909,-0.0,0.0,0.0,0.030303,third,3.9173,0.8966,0.015152,1
inst_a9c4e9d9c2c8837f_457,0.075472,0.253,0.0,0.747,0.926,0.113208,0.0,0.0,first,2.9975,1.0,0.0,0
inst_dfd759c6ba1cebaf_458,0.090909,0.0,0.051,0.949,-0.34,0.0,0.0,0.0,none,3.7004,0.9643,0.0,0
inst_1e26681e6fc2fa80_459,0.017241,0.268,0.0,0.732,0.937,0.051724,0.0,0.051724,first,2.9132,0.9615,0.0,0
inst_caa560b6d2e719d8_460,0.109589,0.094,0.181,0.725,-0.7311,0.09589,0.0,0.013699,first,2.6552,1.0,0.0,0
inst_b03644bc5ec50036_461,0.095238,0.134,0.037,0.829,0.7117,0.095238,0.0,0.015873,first,2.9204,0.9655,0.0,0
inst_93782ab2ab76c084_462,0.061224,0.034,0.054,0.911,-0.2023,0.0,0.0,0.020408,third,3.2636,0.9333,0.081633,4
inst_2dd19a84f807478a_463,0.038462,0.062,0.059,0.879,0.0258,0.057692,0.0,0.019231,first,3.4113,0.9583,0.0,0
inst_02e3058f3b8e944e_464,0.038462,0.127,0.044,0.829,0.5913,0.057692,0.0,0.0,first,3.749,0.9545,0.0,0
inst_14d25569ab7c3135_465,0.064748,0.121,0.143,0.736,-0.5234,0.0,0.014388,0.035971,third,2.9346,0.9661,0.007194,1
inst_85b1a031c3911045_466,0.068966,0.0,0.0,1.0,0.0,0.0,0.0,0.034483,third,3.0275,1.0,0.086207,5
inst_c489fc12de97b6a8_467,0.055556,0.102,0.183,0.715,-0.8126,0.044444,0.0,0.1,third,2.9168,0.9394,0.0,0
inst_c412c99e9689bf94_468,0.107692,0.0,0.237,0.763,-0.9568,0.0,0.0,0.015385,third,3.3359,1.0,0.0,0
inst_6623343fa6d3359d_469,0.079646,0.062,0.205,0.733,-0.9565,0.0,0.0,0.00885,third,3.3714,0.9808,0.017699,2
inst_02942c2d9244a7c8_470,0.065574,0.137,0.15,0.713,-0.2263,0.0,0.0,0.04918,third,3.3453,1.0,0.0,0
inst_b1f141e4052cf8e9_471,0.061224,0.109,0.0,0.891,0.5994,0.0,0.0,0.0,none,2.8014,1.0,0.0,0
inst_8f0036eb16395861_472,0.060606,0.025,0.113,0.862,-0.6596,0.0,0.0,0.045455,third,3.4612,0.96,0.0,0
inst_585f6998b286bb2b_473,0.078313,0.089,0.016,0.895,0.9081,0.0,0.0,0.0,none,3.2267,0.8421,0.0,0
inst_8ef6b02d89a642c7_474,0.069767,0.159,0.013,0.828,0.9542,0.0,0.0,0.077519,third,2.7351,0.9149,0.0,0
inst_8eb0ca77650d8f2a_475,0.022989,0.047,0.061,0.892,-0.0387,0.0,0.0,0.0,none,3.2497,0.9,0.011494,1
inst_c480b676f9ced4f7_476,0.0,0.062,0.0,0.938,0.4215,0.0,0.0,0.0,none,4.1212,1.0,0.018868,1
inst_a9dac2b68439d15f_477,0.054545,0.136,0.0,0.864,0.6808,0.109091,0.0,0.036364,first,3.0308,1.0,0.0,0
inst_0fa4c25c20e3de64_478,0.076923,0.0,0.267,0.733,-0.9109,0.0,0.0,0.038462,third,3.6253,1.0,0.0,0
inst_2e8695e166fff064_479,0.075472,0.123,0.106,0.771,-0.0258,0.018868,0.0,0.018868,first,4.0255,1.0,0.0,0
inst_25a715135f896604_480,0.048544,0.0,0.194,0.806,-0.9601,0.0,0.0,0.0,none,3.7083,0.9583,0.067961,7
inst_e5bc4d093ea51a0a_481,0.025974,0.017,0.078,0.905,-0.6369,0.0,0.0,0.0,none,3.658,0.9677,0.051948,4
inst_72780c8ef32cef09_482,0.04,0.0,0.242,0.758,-0.7501,0.0,0.0,0.0,none,2.4192,1.0,0.04,1
inst_ccc8d05ef21c9910_483,0.032258,0.0,0.0,1.0,0.0,0.0,0.0,0.016129,third,3.2644,0.9,0.064516,4
inst_c2bef2be6673dd0f_484,0.142857,0.116,0.108,0.777,0.1027,0.017857,0.0,0.160714,third,2.7306,1.0,0.0,0
inst_6d4f7b5eaafa6abe_485,0.050847,0.105,0.085,0.81,0.6474,0.050847,0.0,0.025424,first,2.75,0.9762,0.008475,1
inst_f8235ca86943bf4b_486,0.068966,0.034,0.173,0.793,-0.9432,0.0,0.0,0.0,none,3.481,0.9444,0.034483,4
inst_4f0d21c6d03833ac_487,0.105263,0.053,0.0,0.947,0.3612,0.052632,0.0,0.035088,first,3.1908,1.0,0.0,0
inst_c9f493b7dc67cab8_488,0.036458,0.197,0.036,0.767,0.9836,0.015625,0.005208,0.03125,third,3.1159,0.9383,0.005208,1
inst_f38eb69bf4782f90_489,0.060345,0.062,0.032,0.905,0.0,0.060345,0.0,0.068966,third,3.2319,0.9773,0.0,0
inst_cedd84a21a87acb8_490,0.034884,0.137,0.058,0.805,0.6911,0.034884,0.011628,0.0,first,3.1503,0.9189,0.023256,2
inst_dd95cd94168d301e_491,0.0,0.0,0.019,0.981,-0.1027,0.0,0.0,0.022472,third,3.1308,0.8889,0.0,0
inst_9384b6f2da4cd2bb_492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.8629,0.9333,0.015873,1
inst_c8d5788d0617ff54_493,0.082192,0.141,0.0,0.859,0.7916,0.09589,0.0,0.013699,first,3.2531,0.9722,0.0,0
inst_3d30482e18e12774_494,0.055556,0.094,0.029,0.878,0.5267,0.0,0.0,0.037037,third,2.9929,1.0,0.018519,1
inst_43d51772c0794ebb_495,0.0,0.147,0.0,0.853,0.8371,0.033333,0.0,0.0,first,3.5,0.8462,0.016667,1
inst_9ce9c0c3acdad258_496,0.058824,0.29,0.0,0.71,0.9312,0.0,0.0,0.058824,third,2.8529,1.0,0.019608,1
inst_26ad3506cf94d713_497,0.058824,0.068,0.102,0.83,-0.4019,0.0,0.0,0.0,none,3.34,0.9394,0.047059,4
inst_6691740ee56d4c8f_498,0.046875,0.029,0.176,0.795,-0.8338,0.0,0.0,0.0,none,3.0482,0.9655,0.0,0
inst_3c8e47f6c11a9dcc_499,0.06383,0.175,0.0,0.825,0.7957,0.0,0.0,0.021277,third,2.879,1.0,0.042553,2
inst_89952ca6d9264350_500,0.0,0.0,0.166,0.834,-0.9382,0.0,0.0,0.0,none,3.0411,0.9333,0.032967,3
inst_19d01d609971bc03_501,0.037037,0.131,0.0,0.869,0.7562,0.037037,0.0,0.074074,third,3.1679,1.0,0.0,0
inst_6fd9d3f0662d6e26_502,0.04,0.0,0.128,0.872,-0.4215,0.04,0.0,0.04,first,3.517,1.0,0.04,1
inst_ba4a89b2a77032c5_503,0.050847,0.15,0.046,0.804,0.7147,0.016949,0.016949,0.033898,third,2.8748,1.0,0.0,0
inst_6abc1e0538ddd296_504,0.1,0.23,0.0,0.77,0.9331,0.083333,0.0,0.066667,first,2.9038,1.0,0.0,0
inst_0e29164f0228d784_505,0.017857,0.15,0.045,0.805,0.7096,0.0,0.0,0.053571,third,3.2708,0.9615,0.0,0
inst_d28e521de1af40e5_506,0.02,0.0,0.069,0.931,-0.6808,0.0,0.0,0.03,third,3.4982,0.9429,0.02,2
inst_90a4739b69cfdc80_507,0.029851,0.119,0.0,0.881,0.7351,0.014925,0.0,0.014925,first,3.0967,0.8824,0.014925,1
inst_ef17466957bfd9b5_508,0.071429,0.077,0.158,0.764,-0.7437,0.042857,0.0,0.085714,third,3.1796,0.9259,0.0,0
inst_fc325c2795b7fd52_509,0.085106,0.0,0.2,0.8,-0.8402,0.0,0.0,0.021277,third,3.6228,1.0,0.021277,1
inst_ebeb5f3d039387dd_510,0.07563,0.103,0.087,0.81,-0.264,0.07563,0.0,0.05042,first,2.7304,0.9592,0.008403,1
inst_a1aaa1b1ea53c076_511,0.022857,0.126,0.039,0.835,0.9394,0.022857,0.0,0.005714,first,2.8903,0.9429,0.034286,6
inst_8137d161601b31dc_512,0.016129,0.057,0.0,0.943,0.4497,0.032258,0.0,0.032258,first,3.2191,0.9167,0.016129,1
inst_0079f030040a64b1_513,0.089286,0.042,0.038,0.92,0.0498,0.089286,0.0,0.0,first,3.3222,1.0,0.0,0
inst_c6d74ac60453cd4b_514,0.037037,0.065,0.0,0.935,0.4019,0.055556,0.0,0.0,first,2.8517,0.9474,0.0,0
inst_e6b786545f640ef4_515,0.09375,0.105,0.087,0.808,0.1901,0.0,0.114583,0.020833,second,3.2407,1.0,0.010417,1
inst_c3056d0ae4e79f79_516,0.081633,0.146,0.0,0.854,0.7579,0.081633,0.0,0.020408,first,3.4462,0.9231,0.0,0
inst_1fbf4c13e7556e63_517,0.036697,0.048,0.039,0.912,0.2023,0.0,0.0,0.0,none,3.1219,0.6842,0.036697,4
inst_f18123948ea5cfa4_518,0.057143,0.148,0.0,0.852,0.8402,0.057143,0.0,0.042857,first,3.2483,1.0,0.014286,1
inst_b0e53f8af33e62f2_519,0.059524,0.074,0.0,0.926,0.5106,0.071429,0.0,0.0,first,3.1748,0.9394,0.0,0
inst_98bcf38b678a8fd9_520,0.063492,0.044,0.0,0.956,0.3094,0.095238,0.0,0.047619,first,2.7935,0.9444,0.0,0
inst_4af34422a8b5dc14_521,0.069444,0.07,0.077,0.854,0.2836,0.055556,0.027778,0.013889,first,3.0812,1.0,0.0,0
inst_756cb5a667ce3946_522,0.064516,0.1,0.0,0.9,0.5994,0.016129,0.032258,0.0,second,3.0569,0.8667,0.048387,3
inst_e65b96c76e2931fe_523,0.057143,0.05,0.0,0.95,0.6369,0.064286,0.0,0.0,first,3.3261,1.0,0.035714,5
inst_761fd6bd02fc3525_524,0.058252,0.0,0.036,0.964,-0.4767,0.0,0.0,0.019417,third,3.3868,0.9487,0.019417,2
inst_a66e24aba6860f58_525,0.005952,0.102,0.059,0.838,0.5423,0.0,0.0,0.0,none,3.4413,0.5926,0.0,0
inst_5e3af7b2a7a692b8_526,0.12,0.283,0.128,0.588,0.8738,0.1,0.0,0.02,first,2.8605,1.0,0.02,1
inst_94e645d39dd07cee_527,0.05,0.258,0.0,0.742,0.9468,0.0,0.0,0.033333,third,3.0512,0.9706,0.0,0
inst_5b2952e24a61cfda_528,0.041667,0.25,0.0,0.75,0.875,0.0,0.0,0.0,none,3.6517,0.96,0.020833,1
inst_6cb51742984e3b5d_529,0.081633,0.0,0.0,1.0,0.0,0.061224,0.020408,0.020408,first,2.8014,1.0,0.0,0
inst_672de5ffcbc21990_530,0.070175,0.055,0.192,0.752,-0.7351,0.070175,0.0,0.035088,first,2.8145,1.0,0.0,0
inst_ab41a58c58b29257_531,0.010753,0.24,0.031,0.729,0.9577,0.053763,0.0,0.021505,first,2.84,0.9062,0.0,0
inst_2f56c3179c1905de_532,0.013158,0.213,0.0,0.787,0.9256,0.0,0.0,0.065789,third,2.8711,1.0,0.0,0
inst_4a351beb87bf9e45_533,0.067797,0.119,0.0,0.881,0.7479,0.084746,0.016949,0.016949,first,2.5523,0.9565,0.0,0
inst_f11acedab4eac507_534,0.074074,0.15,0.061,0.789,0.5423,0.037037,0.0,0.037037,first,3.0626,0.8636,0.018519,1
inst_293bc38a8ab2a9fd_535,0.0625,0.229,0.0,0.771,0.7644,0.041667,0.0,0.0625,third,2.8191,0.9583,0.0,0
inst_e17266d5cf9aba13_536,0.046512,0.07,0.0,0.93,0.7906,0.0,0.0,0.015504,third,3.1004,0.9796,0.015504,2
inst_4e61856b3d0f7c3f_537,0.04918,0.0,0.0,1.0,0.0,0.0,0.0,0.114754,third,3.1738,0.8889,0.0,0
inst_047a22f4d6989202_538,0.033708,0.02,0.038,0.942,-0.347,0.0,0.0,0.022472,third,3.1761,0.9167,0.022472,2
inst_f1971dc59b4b3a8e_539,0.070588,0.0,0.173,0.827,-0.9274,0.0,0.0,0.011765,third,3.6413,0.9677,0.058824,5
inst_1acf1f813d0fb9e9_540,0.0,0.179,0.058,0.763,0.5965,0.0,0.0,0.087719,third,2.8452,0.92,0.0,0
inst_c35d7965be0c6df4_541,0.02907,0.08,0.0,0.92,0.9184,0.011628,0.0,0.011628,first,3.0089,0.9545,0.034884,6
inst_243be1a06042f18e_542,0.043011,0.154,0.0,0.846,0.9274,0.0,0.0,0.010753,third,3.2975,0.9333,0.0,0
inst_e01f87b3d9c8c54e_543,0.078125,0.0,0.04,0.96,-0.34,0.03125,0.0,0.015625,first,3.2614,1.0,0.09375,6
inst_59acdfe3276e6a74_544,0.092308,0.109,0.0,0.891,0.6712,0.0,0.0,0.107692,third,2.9117,1.0,0.0,0
inst_7b7a96893f66c6d5_545,0.065574,0.179,0.0,0.821,0.8402,0.114754,0.0,0.0,first,2.9436,0.9167,0.0,0
inst_2005574c102e61d5_546,0.038462,0.029,0.0,0.971,0.2263,0.0,0.0,0.038462,third,3.2658,0.9688,0.012821,1
inst_bcf089c131c111e4_547,0.0625,0.21,0.0,0.79,0.8519,0.0,0.0,0.125,third,3.2216,1.0,0.0,0
inst_94539c1f249d7d37_548,0.103448,0.0,0.207,0.793,-0.7562,0.172414,0.0,0.0,first,3.801,0.9091,0.0,0
inst_23fdabf7c23c6051_549,0.0,0.067,0.12,0.813,-0.3612,0.0,0.0,0.0,none,3.13,0.4,0.023256,1
inst_2cb5f4cd8519fcfc_550,0.045113,0.124,0.0,0.876,0.9069,0.06015,0.0,0.007519,first,2.8691,0.9149,0.0,0
inst_9f725b1bdda912b8_551,0.0,0.202,0.104,0.694,0.8241,0.0,0.0,0.0,none,3.8965,1.0,0.0,0
inst_af9b326c97849e09_552,0.061224,0.165,0.0,0.835,0.7964,0.0,0.0,0.020408,third,3.0279,0.9048,0.0,0
inst_0cc89646947355bd_553,0.09434,0.0,0.087,0.913,-0.4215,0.0,0.0,0.09434,third,3.548,1.0,0.075472,4
inst_b226ad102c3cc4ec_554,0.070175,0.103,0.0,0.897,0.5859,0.0,0.0,0.0,none,3.772,0.9091,0.070175,4
inst_dd403dc5794a28f1_555,0.084507,0.052,0.134,0.814,-0.6467,0.042254,0.0,0.014085,first,3.4276,0.9667,0.0,0
inst_6674304799263e75_556,0.064516,0.091,0.21,0.699,-0.4417,0.064516,0.0,0.064516,first,2.6243,1.0,0.032258,1
inst_c12894b090ab886d_557,0.0,0.087,0.0,0.913,0.25,0.0,0.0,0.0,none,3.0136,0.9167,0.0,0
inst_f53239c5b89d896f_558,0.0,0.059,0.0,0.941,0.628,0.0,0.013333,0.0,second,2.764,0.8333,0.0,0
inst_12777d79373a52cb_559,0.013986,0.228,0.042,0.731,0.9813,0.06993,0.020979,0.006993,first,3.0915,0.9839,0.013986,2
inst_bef5212426bfc148_560,0.012346,0.075,0.0,0.925,0.6705,0.024691,0.061728,0.0,second,3.2534,0.9722,0.0,0
inst_2f0ff4c8155bb47b_561,0.070175,0.0,0.167,0.833,-0.7906,0.0,0.0,0.0,none,3.0112,0.6667,0.017544,1
inst_a25551df80e02587_562,0.098039,0.131,0.04,0.829,0.5023,0.0,0.0,0.078431,third,3.384,0.9524,0.0,0
inst_0eb301ce173a042c_563,0.058824,0.062,0.04,0.897,0.34,0.014706,0.014706,0.029412,third,3.2186,0.9655,0.014706,1
inst_2ee73a81c92f692e_564,0.053763,0.07,0.055,0.875,-0.1901,0.010753,0.0,0.064516,third,3.0608,1.0,0.0,0
inst_5396c201f59c6ee6_565,0.12766,0.0,0.0,1.0,0.0,0.06383,0.0,0.06383,first,3.0623,0.9286,0.0,0
inst_c50c18176608f8c3_566,0.044944,0.0,0.017,0.983,-0.0772,0.0,0.0,0.033708,third,2.6156,0.9474,0.033708,3
inst_3e882fc6763e2aa8_567,0.041667,0.068,0.0,0.932,0.5574,0.0,0.0,0.041667,third,3.4833,0.875,0.013889,1
inst_1f94d341ff05ce74_568,0.050505,0.178,0.085,0.737,0.7849,0.030303,0.010101,0.030303,first,2.9743,0.9211,0.010101,1
inst_1ba3c6a09cd62f98_569,0.072727,0.222,0.0,0.778,0.9166,0.0,0.0,0.018182,third,2.8661,1.0,0.0,0
inst_9129ad7d33d42ae9_570,0.0,0.0,0.12,0.88,-0.5983,0.0,0.0,0.020833,third,3.7152,1.0,0.0,0
inst_41d0ac7ee238e579_571,0.037736,0.061,0.0,0.939,0.4215,0.0,0.056604,0.0,second,3.1194,1.0,0.018868,1
inst_5ddd42879a9f44e1_572,0.0,0.115,0.0,0.885,0.802,0.0,0.0,0.0,none,3.2118,0.9565,0.0,0
inst_1d13937d22f25f1c_573,0.089744,0.015,0.0,0.985,0.2144,0.032051,0.00641,0.032051,first,2.9989,0.9231,0.0,0
inst_419347ae0942be86_574,0.100917,0.038,0.0,0.962,0.5574,0.045872,0.0,0.018349,first,3.222,1.0,0.0,0
inst_2024609800957d96_575,0.031746,0.183,0.025,0.791,0.875,0.047619,0.0,0.031746,first,3.4123,0.963,0.015873,1
inst_2a06c45764105ca8_576,0.026316,0.105,0.0,0.895,0.5927,0.039474,0.013158,0.0,first,3.1481,0.9286,0.0,0
inst_2711440c6747044a_577,0.021978,0.014,0.09,0.896,-0.6705,0.0,0.0,0.0,none,3.2056,1.0,0.0,0
inst_005dd704d2e2c0f4_578,0.15,0.0,0.126,0.874,-0.6369,0.0,0.0,0.116667,third,3.2421,1.0,0.033333,2
inst_83a2624ced4ef56a_579,0.046875,0.046,0.0,0.954,0.34,0.03125,0.015625,0.0,first,3.2015,0.9444,0.0,0
inst_9742458a4a6904c8_580,0.019231,0.076,0.0,0.924,0.5574,0.0,0.0,0.038462,third,3.8082,1.0,0.076923,4
inst_7601fec0c7663641_581,0.057692,0.162,0.0,0.838,0.7964,0.0,0.0,0.057692,third,2.714,1.0,0.0,0
inst_1f221672d81ab79d_582,0.072727,0.166,0.048,0.786,0.6573,0.072727,0.0,0.036364,first,2.9641,1.0,0.018182,1
inst_a925071178900547_583,0.0125,0.098,0.054,0.848,0.4972,0.0625,0.0,0.025,first,3.595,0.9697,0.0,0
inst_c1a0285df1e9c267_584,0.051282,0.175,0.0,0.825,0.7479,0.128205,0.025641,0.025641,first,2.8233,1.0,0.0,0
inst_15e5f33724d3d7c1_585,0.018519,0.08,0.084,0.837,-0.0534,0.018519,0.0,0.018519,first,3.6813,0.9583,0.018519,1
inst_ad8e4f033a660522_586,0.074074,0.059,0.144,0.797,-0.765,0.0,0.012346,0.074074,third,3.7711,0.9722,0.0,0
inst_35c2cbb3b24cf5e0_587,0.060606,0.0,0.299,0.701,-0.9699,0.0,0.0,0.045455,third,3.4718,1.0,0.030303,2
inst_eb4d2a917e502694_588,0.0,0.126,0.0,0.874,0.6351,0.019608,0.0,0.058824,third,3.2446,0.8125,0.0,0
inst_5751bb6e8ea0cd2e_589,0.0,0.362,0.0,0.638,0.9688,0.0,0.015625,0.0,second,2.9535,0.9714,0.015625,1
inst_761f4822b03cdc0c_590,0.028571,0.167,0.096,0.737,0.533,0.057143,0.028571,0.028571,first,3.1222,0.92,0.014286,1
inst_ef5fe4529927884a_591,0.097826,0.067,0.0,0.933,0.6652,0.0,0.01087,0.086957,third,3.6553,0.9714,0.0,0
inst_05543b28e07950ff_592,0.096774,0.0,0.0,1.0,0.0,0.016129,0.0,0.080645,third,3.1508,1.0,0.016129,1
inst_ca53abf48f65c537_593,0.0,0.101,0.027,0.872,0.6597,0.013333,0.026667,0.04,third,3.1103,0.9375,0.0,0
inst_4daf1c0eff4f94cd_594,0.031496,0.083,0.148,0.769,-0.8126,0.0,0.0,0.023622,third,3.0675,0.9483,0.007874,1
inst_8e675fc0e6e2ff9a_595,0.085106,0.083,0.0,0.917,0.8702,0.042553,0.0,0.035461,first,2.9412,1.0,0.007092,1
inst_297cf7fc804492cc_596,0.034483,0.0,0.0,1.0,0.0,0.017241,0.051724,0.051724,second,3.1567,0.913,0.017241,1
inst_ad005fa63a5d66e0_597,0.075269,0.117,0.044,0.839,0.765,0.0,0.0,0.032258,third,3.1094,0.9706,0.010753,1
inst_6a77ccb2872f87b1_598,0.118644,0.173,0.0,0.827,0.8398,0.050847,0.0,0.101695,third,3.0213,1.0,0.033898,2
inst_741c40630aa6df51_599,0.011494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.6448,0.9355,0.091954,8
inst_48fd499cdbdad973_600,0.0,0.039,0.129,0.832,-0.7269,0.0,0.074627,0.014925,second,2.9213,0.9688,0.014925,1
inst_4b827edbc7339b35_601,0.0,0.137,0.09,0.773,0.4939,0.02,0.06,0.02,second,3.2696,1.0,0.0,0
inst_5602dab2dcf6c519_602,0.053333,0.081,0.035,0.885,0.4404,0.066667,0.0,0.026667,first,2.9685,0.9429,0.0,0
inst_21bb8559ade047d5_603,0.050633,0.122,0.0,0.878,0.8074,0.0,0.0,0.025316,third,2.7733,1.0,0.037975,3
inst_d076d96bcb8f7f6b_604,0.012048,0.014,0.083,0.903,-0.6808,0.0,0.060241,0.0,second,3.2278,1.0,0.0,0
inst_d285ca012e19d224_605,0.046729,0.023,0.049,0.928,-0.3291,0.018692,0.0,0.093458,third,2.8152,1.0,0.009346,1
inst_13a50be365b02816_606,0.017241,0.13,0.0,0.87,0.743,0.017241,0.0,0.0,first,3.2926,1.0,0.051724,3
